arc_i,arc_j,capacity_00,capacity_01,capacity_02,capacity_03,capacity_05,capacity_06,capacity_07,capacity_08,capacity_09,capacity_10,capacity_11,capacity_12,capacity_13,capacity_15,capacity_18
99,98,2214211708,486747026,7319382390,64630572,1425765594,513297164,404439728,116022395,1297960312,25381648,232815841,19304093,275029825,313550513,2374516893
99,100,421696405,92700924,1393975669,12308886,271536919,97757395,77025507,22096454,247196416,4833932,44339754,3676462,52379403,59715665,452226512
99,101,1792515302,394046102,5925406721,52321686,1154228674,415539769,327414221,93925941,1050763896,20547716,188476087,15627630,222650421,253834848,1922290380
100,99,421696405,92700924,1393975669,12308886,271536919,97757395,77025507,22096454,247196416,4833932,44339754,3676462,52379403,59715665,452226512
100,101,421696405,92700924,1393975669,12308886,271536919,97757395,77025507,22096454,247196416,4833932,44339754,3676462,52379403,59715665,452226512
101,99,1792515302,394046102,5925406721,52321686,1154228674,415539769,327414221,93925941,1050763896,20547716,188476087,15627630,222650421,253834848,1922290380
101,100,421696405,92700924,1393975669,12308886,271536919,97757395,77025507,22096454,247196416,4833932,44339754,3676462,52379403,59715665,452226512
101,102,2214211708,486747026,7319382390,64630572,1425765594,513297164,404439728,116022395,1297960312,25381648,232815841,19304093,275029825,313550513,2374516893
102,101,2214211708,486747026,7319382390,64630572,1425765594,513297164,404439728,116022395,1297960312,25381648,232815841,19304093,275029825,313550513,2374516893
102,103,2214211708,486747026,7319382390,64630572,1425765594,513297164,404439728,116022395,1297960312,25381648,232815841,19304093,275029825,313550513,2374516893
103,102,2214211708,486747026,7319382390,64630572,1425765594,513297164,404439728,116022395,1297960312,25381648,232815841,19304093,275029825,313550513,2374516893
103,104,2214211708,486747026,7319382390,64630572,1425765594,513297164,404439728,116022395,1297960312,25381648,232815841,19304093,275029825,313550513,2374516893
104,103,2214211708,486747026,7319382390,64630572,1425765594,513297164,404439728,116022395,1297960312,25381648,232815841,19304093,275029825,313550513,2374516893
104,127,1974231821,433992587,6526095753,57625805,1271238787,457665178,360605889,103447698,1157285250,22630743,207582879,17211883,245221643,279567395,2117162867
105,206,2550957678,560773417,8432542671,74459843,1642601598,591361403,465948503,133667534,1495359189,29241788,268223384,22239934,316857436,361236501,2735642702
105,106,2530585871,556295111,8365200851,73865210,1629483872,586638823,462227464,132600073,1483417333,29008265,266081367,22062328,314327030,358351686,2713796011
106,105,2530585871,556295111,8365200851,73865210,1629483872,586638823,462227464,132600073,1483417333,29008265,266081367,22062328,314327030,358351686,2713796011
106,158,119989943,26377219,396643318,3502383,77263403,27815993,21916919,6287348,70337530,1375452,12616480,1046104,14904091,16991558,128677012
106,107,2359055256,518587779,7798182728,68858407,1519032623,546874704,430896316,123612047,1382866907,27041999,248045583,20566878,293021012,334061546,2529846869
107,106,2359055256,518587779,7798182728,68858407,1519032623,546874704,430896316,123612047,1382866907,27041999,248045583,20566878,293021012,334061546,2529846869
107,108,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
108,107,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
108,109,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
109,108,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
109,110,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
110,109,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
110,111,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
111,110,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
111,112,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
112,111,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
112,113,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
113,114,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
113,112,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
114,115,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
114,113,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
115,114,2390224120,525439586,7901215713,69768195,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,338475312,2563272307
115,116,2306699712,507078534,7625114252,67330203,1485320068,534737675,421333245,120868670,1352176337,26441844,242540599,20110428,286517868,326647572,2473700872
116,115,2306699712,507078534,7625114252,67330203,1485320068,534737675,421333245,120868670,1352176337,26441844,242540599,20110428,286517868,326647572,2473700872
116,91,2214211708,486747026,7319382390,64630572,1425765594,513297164,404439728,116022395,1297960312,25381648,232815841,19304093,275029825,313550513,2374516893
116,149,83524408,18361052,276101461,2437991,53782674,19362575,15256259,4376592,48961608,957445,8782270,728188,10374664,11827740,89571434
117,120,113470965,24944161,375093936,3312101,73065731,26304767,20726187,5945760,66516137,1300724,11931035,989270,14094361,16068418,121686071
118,119,196587938,43215648,649848560,5738200,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,27838462,210820572
118,126,196587938,43215648,649848560,5738200,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,27838462,210820572
119,118,196587938,43215648,649848560,5738200,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,27838462,210820572
119,120,196587938,43215648,649848560,5738200,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,27838462,210820572
120,117,113470965,24944161,375093936,3312101,73065731,26304767,20726187,5945760,66516137,1300724,11931035,989270,14094361,16068418,121686071
120,119,196587938,43215648,649848560,5738200,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,27838462,210820572
121,61,300891590,66144572,994638677,8782717,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,42608713,322675632
121,122,300891590,66144572,994638677,8782717,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,42608713,322675632
122,121,300891590,66144572,994638677,8782717,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,42608713,322675632
122,123,300891590,66144572,994638677,8782717,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,42608713,322675632
123,122,300891590,66144572,994638677,8782717,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,42608713,322675632
123,124,300891590,66144572,994638677,8782717,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,42608713,322675632
124,123,300891590,66144572,994638677,8782717,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,42608713,322675632
124,125,300891590,66144572,994638677,8782717,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,42608713,322675632
125,124,300891590,66144572,994638677,8782717,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,42608713,322675632
125,126,248739764,54680110,822243619,7260459,160167429,57662695,45433886,13033705,145810059,2851319,26154029,2168580,30896256,35223587,266748102
126,118,196587938,43215648,649848560,5738200,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,27838462,210820572
126,125,248739764,54680110,822243619,7260459,160167429,57662695,45433886,13033705,145810059,2851319,26154029,2168580,30896256,35223587,266748102
127,139,896155792,197000659,2962366651,26157870,577048748,207746271,163688505,46957633,525322238,10272690,94227333,7812927,111312558,126903000,961035956
127,128,2376167574,522349555,7854749857,69357898,1530051512,550841671,434021988,124508714,1392898066,27238158,249844877,20716067,295146553,336484790,2548198090
127,104,1974231821,433992587,6526095753,57625805,1271238787,457665178,360605889,103447698,1157285250,22630743,207582879,17211883,245221643,279567395,2117162867
128,82,2501250469,549846351,8268228630,73008940,1610594348,579838309,456869168,131062928,1466221061,28671991,262996862,21806574,310683245,354197553,2682336775
128,127,2376167574,522349555,7854749857,69357898,1530051512,550841671,434021988,124508714,1392898066,27238158,249844877,20716067,295146553,336484790,2548198090
129,63,703642215,154680672,2325986454,20538595,453086241,163117895,128524687,36870121,412471701,8065895,73985271,6134542,87400222,99641500,754584722
129,130,1014719709,223064397,3354296042,29618629,653393911,235231684,185344952,53170259,594823839,11631796,106693873,8846599,126039521,143692621,1088183700
130,129,1014719709,223064397,3354296042,29618629,653393911,235231684,185344952,53170259,594823839,11631796,106693873,8846599,126039521,143692621,1088183700
130,131,496257219,109091522,1640446729,14485240,319547795,115042036,90644510,26003363,290903608,5688627,52179537,4326503,61640689,70274086,532185403
131,130,496257219,109091522,1640446729,14485240,319547795,115042036,90644510,26003363,290903608,5688627,52179537,4326503,61640689,70274086,532185403
132,64,335116225,73668125,1107772935,9781699,215786585,77686432,61211091,17559742,196443528,3841458,35236181,2921633,41625178,47455202,359378074
132,133,418436916,91984395,1383200978,12213745,269438083,97001782,76430141,21925660,245285719,4796568,43997031,3648045,51974538,59254094,448731042
133,132,418436916,91984395,1383200978,12213745,269438083,97001782,76430141,21925660,245285719,4796568,43997031,3648045,51974538,59254094,448731042
133,134,418436916,91984395,1383200978,12213745,269438083,97001782,76430141,21925660,245285719,4796568,43997031,3648045,51974538,59254094,448731042
134,133,418436916,91984395,1383200978,12213745,269438083,97001782,76430141,21925660,245285719,4796568,43997031,3648045,51974538,59254094,448731042
134,135,408047295,89700459,1348856649,11910482,262748043,94593267,74532411,21381254,239195372,4677471,42904603,3557466,50684031,57782839,437589229
135,134,408047295,89700459,1348856649,11910482,262748043,94593267,74532411,21381254,239195372,4677471,42904603,3557466,50684031,57782839,437589229
135,136,408047295,89700459,1348856649,11910482,262748043,94593267,74532411,21381254,239195372,4677471,42904603,3557466,50684031,57782839,437589229
136,135,408047295,89700459,1348856649,11910482,262748043,94593267,74532411,21381254,239195372,4677471,42904603,3557466,50684031,57782839,437589229
136,137,408047295,89700459,1348856649,11910482,262748043,94593267,74532411,21381254,239195372,4677471,42904603,3557466,50684031,57782839,437589229
137,138,188642933,41469109,623585251,5506294,121470138,43731086,34456821,9884693,110581585,2162425,19835078,1644639,23431559,26713384,202300362
137,136,408047295,89700459,1348856649,11910482,262748043,94593267,74532411,21381254,239195372,4677471,42904603,3557466,50684031,57782839,437589229
138,137,188642933,41469109,623585251,5506294,121470138,43731086,34456821,9884693,110581585,2162425,19835078,1644639,23431559,26713384,202300362
139,127,896155792,197000659,2962366651,26157870,577048748,207746271,163688505,46957633,525322238,10272690,94227333,7812927,111312558,126903000,961035956
139,140,1276293711,280565840,4218965008,37253706,821825508,295869604,233123093,66876465,748157268,14630235,134197373,11127071,158529934,180733643,1368695218
140,141,1276293711,280565840,4218965008,37253706,821825508,295869604,233123093,66876465,748157268,14630235,134197373,11127071,158529934,180733643,1368695218
140,139,1276293711,280565840,4218965008,37253706,821825508,295869604,233123093,66876465,748157268,14630235,134197373,11127071,158529934,180733643,1368695218
141,140,1276293711,280565840,4218965008,37253706,821825508,295869604,233123093,66876465,748157268,14630235,134197373,11127071,158529934,180733643,1368695218
141,142,1276293711,280565840,4218965008,37253706,821825508,295869604,233123093,66876465,748157268,14630235,134197373,11127071,158529934,180733643,1368695218
142,141,1276293711,280565840,4218965008,37253706,821825508,295869604,233123093,66876465,748157268,14630235,134197373,11127071,158529934,180733643,1368695218
142,143,1276293711,280565840,4218965008,37253706,821825508,295869604,233123093,66876465,748157268,14630235,134197373,11127071,158529934,180733643,1368695218
