node,pos_00,pos_01,inflow_00,inflow_01,inflow_02,inflow_03,inflow_05,inflow_06,inflow_07,inflow_08,inflow_09,inflow_10,inflow_11,inflow_12,inflow_13,inflow_15,inflow_18
1041,413353,6258122,4646242,0,0,0,0,0,-6150987,0,0,-60437,268585,-150835,0,1020999,5389254
1042,419790,6239437,-20227290,0,45301844,-316179,0,0,-4177966,0,-10185187,0,1023262,0,0,1030613,0
1043,379073,6271363,0,0,28803141,-265064,0,-1513305,4412403,0,0,552770,0,256012,-2017819,0,0
1044,419000,6225730,-2553972,0,80225775,0,-5914700,0,5496197,0,18431303,0,0,20787,-927284,0,0
1045,412950,6224732,-14148917,0,80326762,542878,-1683523,-633292,0,-1332226,7713891,-21177,5512461,0,1194320,3691572,0
1046,407281,6223135,54936145,0,-23597350,179119,1773199,13310358,1954911,0,-3763325,0,-746655,-86744,655416,0,1066620
1047,400480,6222416,-6528838,0,-106072004,0,0,0,0,233160,-11759307,0,0,187411,1239986,0,-24522568
1048,398263,6222197,0,0,-104968675,-349678,13383552,-7495829,0,-1047812,0,377832,0,0,0,-1935953,0
1049,393466,6222146,0,0,0,365546,0,-2403100,0,0,-12582463,293220,2113458,25176,-4853654,0,-30582290
1050,383776,6222200,0,0,-163069002,-737344,0,0,0,0,0,0,-4163517,-52198,7255994,17388949,6369600
1051,378583,6223070,-5001156,0,0,0,0,0,0,0,0,-258541,0,43049,0,-3796701,15318644
1052,374692,6223310,0,0,0,586636,0,-2602033,0,0,0,0,4211991,0,-1381107,0,10761390
1053,372666,6222807,0,0,0,0,-11693961,0,0,457672,-28897769,0,0,0,3125137,-7005420,-83727150
1054,370007,6217236,-12537195,0,141485856,0,0,626387,0,-1483781,41130956,371571,-3280335,0,-6610466,0,21598848
1055,367582,6214279,-8071974,0,0,1027815,0,-4848229,952134,1684185,-15249062,0,-8756802,2106,1387563,0,20370485
1056,363978,6211486,-13688689,0,156522952,7104,0,11900238,1171293,1021249,0,-315032,4564256,0,0,0,0
1057,365268,6193751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18409076
1058,365963,6194698,0,0,0,0,0,0,0,0,0,0,-3655710,0,0,0,0
1059,369354,6192560,0,0,0,0,0,0,0,0,0,0,0,198064,0,4923418,0
1060,376765,6188129,0,0,-55624279,0,22387586,0,0,0,0,0,0,0,0,0,37285021
1061,381594,6184822,0,0,0,1017459,0,34789669,0,-626245,-32190220,398547,7418993,0,-4318560,0,-22324288
1062,428453,6221947,-10092764,0,-10301276,0,0,-1371018,0,-1849210,0,208530,0,0,-2808717,0,0
1063,432611,6218286,6678266,0,-12664789,0,-5489825,-2912349,0,1017331,-5982620,0,0,0,-562357,0,0
1064,438784,6213938,0,0,0,0,-4245779,0,-3067845,-476196,-636899,-93564,0,0,0,172280,0
1065,447476,6210985,0,0,-30014672,512096,0,0,-12830814,915851,-3486297,374836,0,394766,0,-2289102,0
1066,443597,6210983,0,0,0,-166288,0,0,-9633303,0,10237854,-504743,0,0,-2257801,0,17359476
1067,447084,6209991,4183657,0,0,0,-7525110,8059869,0,2016427,-4761568,0,0,-428305,6908750,0,0
1068,456270,6210914,0,0,0,59935,10747111,-5392492,-460911,-294160,0,641237,0,192082,0,0,0
1069,467726,6213676,-8118767,0,0,228535,0,-3572363,0,0,0,146908,0,-231196,0,0,0
1070,474033,6211661,0,0,0,59834,5327678,9178263,13315379,0,0,-772184,0,-195517,3053229,0,0
1071,477302,6224338,12156247,0,36364584,-149555,0,-737021,0,-1143493,0,0,0,-44404,-552378,0,-7427876
1072,484046,6226906,-1361980,0,111338476,-84334,-2115432,0,0,0,0,0,0,0,-2040904,-603520,-3935984
1073,486387,6225796,0,0,0,0,0,2763330,0,0,-100391203,0,0,-722269,1407853,0,16886071
1074,491705,6225803,3259490,0,-12309649,-737344,-2809793,0,-2014151,0,109897218,0,0,722269,-290564,0,-8451166
1075,379876,6156714,0,0,0,0,0,0,8878371,0,0,0,0,0,0,0,0
1076,388343,6152619,0,0,0,0,0,0,-24114296,0,0,0,0,0,0,0,0
1077,396620,6150716,0,0,0,0,0,0,0,0,0,0,-4066690,0,0,0,0
1078,405082,6149256,0,0,0,0,0,0,0,-808719,0,0,0,0,0,0,0
1079,410778,6148471,0,0,0,0,0,14257300,0,0,0,0,0,0,0,0,0
1080,415957,6147780,0,0,0,0,0,0,0,0,0,0,4801348,0,0,0,-50445999
1081,417429,6147235,0,0,0,0,0,0,-4444758,-930933,0,0,-2117336,0,0,0,46848029
1082,418865,6143229,0,0,0,0,0,0,7742270,0,0,0,0,0,0,0,0
1083,425669,6142978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,358159,6163925,55840176,0,0,0,8490338,0,0,38820481,0,0,3778080,-114363,63388917,0,18699827
1085,607805,6803292,-297073,0,0,243409,6598986,0,0,0,0,0,0,107930,446725,0,-4862284
